Timestamp,High,Low,Open,Close,Volume,QuoteVolume,WeighteAverage
1424368800,225.0,225.0,225.0,225.0,0.999999,0.00444444,225.0
1424376000,244.0,225.0,225.0,244.0,45.27587691,0.18867125,239.97231644
1424383200,244.0,244.0,244.0,244.0,0.00043676,1.79e-06,244.0
1424390400,244.0,244.0,244.0,244.0,0.0,0.0,244.0
1424397600,244.0,244.0,244.0,244.0,0.0,0.0,244.0
1424404800,244.0,244.0,244.0,244.0,0.0,0.0,244.0
1424412000,240.25011809,240.25011568,240.25011809,240.25011568,10.57100509,0.044,240.25011569
1424419200,245.0,244.0,244.0,245.0,28.51345643,0.1164588,244.8372852
1424426400,240.25018557,240.25,240.25018557,240.25,16.81043548,0.06997055,240.25015505
1424433600,240.25,240.25,240.25,240.25,0.0,0.0,240.25
1424440800,240.25,240.25,240.25,240.25,0.0,0.0,240.25
1424448000,240.25,240.25,240.25,240.25,0.0,0.0,240.25
1424455200,240.25,240.25,240.25,240.25,0.0,0.0,240.25
1424462400,240.25,240.25,240.25,240.25,0.0,0.0,240.25
1424469600,240.25,240.25,240.25,240.25,0.0,0.0,240.25
1424476800,240.25,240.25,240.25,240.25,0.0,0.0,240.25
1424484000,240.25,240.25,240.25,240.25,0.0,0.0,240.25
1424491200,240.25,240.25,240.25,240.25,0.0,0.0,240.25
1424498400,240.25,240.25,240.25,240.25,0.0,0.0,240.25
1424505600,240.25,240.25,240.25,240.25,0.0,0.0,240.25
1424512800,240.25,240.25,240.25,240.25,0.0,0.0,240.25
1424520000,240.25,240.25,240.25,240.25,0.0,0.0,240.25
1424527200,240.25,240.25,240.25,240.25,0.0,0.0,240.25
1424534400,240.25,240.25,240.25,240.25,0.0,0.0,240.25
1424541600,245.0,245.0,245.0,245.0,14.72223865,0.06009077,245.0
1424548800,245.0,245.0,245.0,245.0,0.0,0.0,245.0
1424556000,245.0,245.0,245.0,245.0,0.0,0.0,245.0
1424563200,245.0,245.0,245.0,245.0,2.499,0.0102,245.0
1424570400,249.0,249.0,249.0,249.0,2.49400143,0.01001607,249.0
1424577600,249.0,249.0,249.0,249.0,0.0,0.0,249.0
1424584800,249.0,249.0,249.0,249.0,0.0,0.0,249.0
1424592000,245.0,245.0,245.0,245.0,4.4570302,0.01819196,245.0
1424599200,245.0,245.0,245.0,245.0,0.0,0.0,245.0
1424606400,245.0,245.0,245.0,245.0,0.0,0.0,245.0
1424613600,245.00001722,244.0,245.00001722,244.0,51.03221976,0.20900653,244.1656716
1424620800,244.0,244.0,244.0,244.0,0.0,0.0,244.0
1424628000,235.50000711,235.5,235.50000711,235.5,48.73875501,0.20695862,235.5
1424635200,235.001,235.001,235.001,235.001,0.97807886,0.00416202,235.001
1424642400,235.001,235.0,235.00000472,235.0,18.92216258,0.08051979,235.00014822
1424649600,235.001,235.0,235.00000236,235.001,45.6726909,0.19435177,235.00012841
1424656800,235.00001888,235.0,235.00001888,235.0,48.07591027,0.20457834,235.00000183
1424664000,235.0,235.0,235.0,235.0,0.0,0.0,235.0
1424671200,235.00002596,235.00002596,235.00002596,235.00002596,0.0417266,0.00017756,235.00002596
1424678400,235.00002596,235.00002596,235.00002596,235.00002596,0.0,0.0,235.00002596
1424685600,235.00002596,235.00002596,235.00002596,235.00002596,0.0,0.0,235.00002596
1424692800,235.00002596,235.00002596,235.00002596,235.00002596,0.0,0.0,235.00002596
1424700000,235.00002596,235.00002596,235.00002596,235.00002596,0.0,0.0,235.00002596
1424707200,235.00002596,235.00002596,235.00002596,235.00002596,0.0,0.0,235.00002596
1424714400,235.00002596,235.00002596,235.00002596,235.00002596,0.0,0.0,235.00002596
1424721600,235.00002596,235.00002596,235.00002596,235.00002596,0.0,0.0,235.00002596
1424728800,235.0,235.0,235.0,235.0,2.7772347,0.01181802,235.0
1424736000,235.0,235.0,235.0,235.0,0.93876155,0.00399473,235.0
1424743200,235.0,235.0,235.0,235.0,0.0,0.0,235.0
1424750400,235.0,235.0,235.0,235.0,0.0,0.0,235.0
1424757600,235.0,235.0,235.0,235.0,0.0,0.0,235.0
1424764800,235.0,235.0,235.0,235.0,0.0,0.0,235.0
1424772000,235.0,235.0,235.0,235.0,0.0,0.0,235.0
1424779200,238.00003776,238.00003776,238.00003776,238.00003776,16.77681306,0.0704908,238.00003776
1424786400,238.00003776,238.00003776,238.00003776,238.00003776,0.0,0.0,238.00003776
1424793600,238.00003776,238.00003776,238.00003776,238.00003776,0.0,0.0,238.00003776
1424800800,238.00003776,238.00003776,238.00003776,238.00003776,131.4164499,0.55216987,238.00003776
1424808000,238.00003776,238.00003776,238.00003776,238.00003776,0.0,0.0,238.00003776
1424815200,239.75,239.75,239.75,239.75,0.02236867,9.33e-05,239.75
1424822400,239.75,239.75,239.75,239.75,0.0,0.0,239.75
1424829600,239.75,239.75,239.75,239.75,0.0,0.0,239.75
1424836800,239.75,239.75,239.75,239.75,0.0,0.0,239.75
1424844000,239.75,239.75,239.75,239.75,0.0,0.0,239.75
1424851200,239.75,239.75,239.75,239.75,0.0,0.0,239.75
1424858400,239.75,237.75,239.75,237.75,221.58409525,0.92755033,238.89172165
1424865600,237.75,237.75,237.75,237.75,0.0,0.0,237.75
1424872800,237.75,237.75,237.75,237.75,0.0,0.0,237.75
1424880000,237.75,237.75,237.75,237.75,0.0,0.0,237.75
1424887200,237.75,237.75,237.75,237.75,0.0,0.0,237.75
1424894400,237.75,237.75,237.75,237.75,0.0,0.0,237.75
1424901600,237.75,237.75,237.75,237.75,0.0,0.0,237.75
1424908800,237.75,237.75,237.75,237.75,0.0,0.0,237.75
1424916000,237.75,237.75,237.75,237.75,0.0,0.0,237.75
1424923200,237.75,237.75,237.75,237.75,0.0,0.0,237.75
1424930400,237.75,237.75,237.75,237.75,0.0,0.0,237.75
1424937600,237.75,237.75,237.75,237.75,0.0,0.0,237.75
1424944800,237.75,237.75,237.75,237.75,0.00305271,1.284e-05,237.75
1424952000,237.75,237.75,237.75,237.75,0.0,0.0,237.75
1424959200,239.79999999,237.75,237.75,239.79999999,0.12346224,0.00051594,239.29574465
1424966400,239.79999999,239.79999999,239.79999999,239.79999999,0.0,0.0,239.79999999
1424973600,238.5,238.5,238.5,238.5,0.02897298,0.00012148,238.5
1424980800,238.5,238.5,238.5,238.5,0.0,0.0,238.5
1424988000,238.5,238.5,238.5,238.5,0.0,0.0,238.5
1424995200,238.5,238.5,238.5,238.5,0.0,0.0,238.5
1425002400,248.6,238.49999999,238.49999999,248.6,364.20836166,1.50970167,241.24525321
1425009600,239.0,239.0,239.0,239.0,0.14654046,0.00061314,239.0
1425016800,239.0,239.0,239.0,239.0,0.0,0.0,239.0
1425024000,249.0,239.0,239.0,249.0,2.12450398,0.00871082,243.89253594
1425031200,249.0,249.0,249.0,249.0,0.0,0.0,249.0
1425038400,249.0,249.0,249.0,249.0,0.0,0.0,249.0
1425045600,249.0,239.0,249.0,239.0,5.62000078,0.02320042,242.2370276
1425052800,239.0,239.0,239.0,239.0,0.0,0.0,239.0
1425060000,249.0,249.0,249.0,249.0,11.65601619,0.04681131,249.0
1425067200,249.0,249.0,249.0,249.0,0.0,0.0,249.0
1425074400,249.0,249.0,249.0,249.0,0.0,0.0,249.0
1425081600,249.0,249.0,249.0,249.0,0.0,0.0,249.0
1425088800,240.0,240.0,240.0,240.0,0.0199248,8.302e-05,240.0
1425096000,240.0,240.0,240.0,240.0,0.0,0.0,240.0
1425103200,240.0,240.0,240.0,240.0,0.0,0.0,240.0
1425110400,240.0,240.0,240.0,240.0,0.0,0.0,240.0
1425117600,240.0,240.0,240.0,240.0,0.0,0.0,240.0
1425124800,240.0,240.0,240.0,240.0,12.0742032,0.05030918,240.0
1425132000,240.0,240.0,240.0,240.0,0.0,0.0,240.0
1425139200,240.0,240.0,240.0,240.0,0.0,0.0,240.0
1425146400,240.0,240.0,240.0,240.0,0.0,0.0,240.0
1425153600,251.0,240.0,240.00005302,251.0,5.02685576,0.02082812,241.3494719
1425160800,240.00006025,240.00006025,240.00006025,240.00006025,0.026352,0.0001098,240.00006025
