Timestamp,High,Low,Open,Close,Volume,QuoteVolume,WeighteAverage
1451577600,428.65999999,422.99999989,422.99999989,428.65999999,62.52320193,0.14760658,423.58004591
1451584800,428.67,427.81,428.67,427.81,6.18989762,0.01445427,428.24007169
1451592000,430.57315002,428.66999999,428.66999999,430.57315002,561.75314374,1.30644032,429.98760459
1451599200,430.57315002,430.57315002,430.57315002,430.57315002,0.0,0.0,430.57315002
1451606400,430.804223,428.26000202,428.26000202,430.804223,82.08514603,0.19159512,428.43025457
1451613600,431.76,430.80422532,430.80422532,431.76,1.9982097,0.00462861,431.70837679
1451620800,433.01013736,431.75999999,431.75999999,433.01013736,5.13686605,0.0118854,432.1996778
1451628000,433.01013738,432.14,432.14000001,433.01013738,174.33447185,0.40265799,432.95917673
1451635200,430.900001,430.9,430.900001,430.9,26.82600703,0.06225576,430.90000077
1451642400,432.62,431.76,431.76,432.62,55.05460188,0.12751159,431.76155116
1451649600,432.62,431.76,431.76,431.76,1856.04142351,4.29858452,431.77967418
1451656800,431.76,429.12,431.76,431.0,152.56724015,0.35343405,431.67102931
1451664000,434.069999,428.27005853,431.5,428.27011004,192.75878631,0.44723353,431.00253756
1451671200,434.06999898,428.5000111,434.06999898,428.60000302,21.41263663,0.04953425,432.2794155
1451678400,435.0,432.06999867,432.06999879,435.0,401.32040501,0.92531286,433.71320379
1451685600,434.98999999,434.98999999,434.98999999,434.98999999,5.49114846,0.01262362,434.98999999
1451692800,438.13999999,434.98999999,434.98999999,438.13999999,239.18858603,0.549712,435.11618089
1451700000,431.35,430.5,430.5,431.35,1.48554759,0.00344592,431.10333147
1451707200,432.22,430.900001,430.900001,432.22,59.67325125,0.13844535,431.02387517
1451714400,432.22,432.22,432.22,432.22,7.02249877,0.01624751,432.22
1451721600,432.49000001,432.49,432.49000001,432.49,20.18871537,0.04668019,432.49
1451728800,432.5,432.5,432.5,432.5,7.99731425,0.0184909,432.5
1451736000,432.5,432.5,432.5,432.5,40.04123925,0.0925809,432.5
1451743200,437.36350001,432.48,433.34,432.48,420.12935041,0.96954157,433.32783597
1451750400,432.22,432.22,432.22,432.22,141.60713643,0.32762745,432.22
1451757600,432.22,432.22,432.22,432.22,0.0,0.0,432.22
1451764800,436.9499,436.9499,436.9499,436.9499,7.51964997,0.01720941,436.9499
1451772000,436.9499,436.9499,436.9499,436.9499,0.0,0.0,436.9499
